term,documentFrequency,termFrequency,documentShare,score,sourceIds
oxalate,2,2,0.005362,4.0,BK0189;BK0281
oxygenated,2,2,0.005362,4.0,BK0032;BK0049
p21,2,2,0.005362,4.0,BK0165;BK0251
palm,2,2,0.005362,4.0,BK0018;BK0042
palmitate,2,2,0.005362,4.0,BK0166;BK0208
pandemic,2,2,0.005362,4.0,BK0015;BK0066
paper,2,2,0.005362,4.0,BK0117;BK0228
paradigms,2,2,0.005362,4.0,BK0122;BK0247
parental,2,2,0.005362,4.0,BK0201;BK0321
participating,2,2,0.005362,4.0,BK0173;BK0205
participation,2,2,0.005362,4.0,BK0367;BK0368
patch,2,2,0.005362,4.0,BK0019;BK0193
pathologically,2,2,0.005362,4.0,BK0005;BK0153
peptidyl,2,2,0.005362,4.0,BK0169;BK0175
percentage,2,2,0.005362,4.0,BK0129;BK0132
perforin,2,2,0.005362,4.0,BK0367;BK0369
perhaps,2,2,0.005362,4.0,BK0091;BK0199
periods,2,2,0.005362,4.0,BK0186;BK0335
permits,2,2,0.005362,4.0,BK0075;BK0135
permitted,2,2,0.005362,4.0,BK0356;BK0367
persistent,2,2,0.005362,4.0,BK0007;BK0017
perspective,2,2,0.005362,4.0,BK0082;BK0340
perspectives,2,2,0.005362,4.0,BK0021;BK0223
pervasive,2,2,0.005362,4.0,BK0004;BK0199
pharmacodynamic,2,2,0.005362,4.0,BK0046;BK0122
phd,2,2,0.005362,4.0,BK0287;BK0288
phosphopeptides,2,2,0.005362,4.0,BK0182;BK0353
phosphoprotein,2,2,0.005362,4.0,BK0004;BK0182
photoactivable,2,2,0.005362,4.0,BK0270;BK0284
photocrosslinking,2,2,0.005362,4.0,BK0235;BK0307
physical,2,2,0.005362,4.0,BK0134;BK0322
piglets,2,2,0.005362,4.0,BK0261;BK0267
placement,2,2,0.005362,4.0,BK0140;BK0231
players,2,2,0.005362,4.0,BK0028;BK0192
playing,2,2,0.005362,4.0,BK0109;BK0212
plethora,2,2,0.005362,4.0,BK0171;BK0202
pointing,2,2,0.005362,4.0,BK0005;BK0317
polarized,2,2,0.005362,4.0,BK0083;BK0189
polymorphisms,2,2,0.005362,4.0,BK0275;BK0289
polytopic,2,2,0.005362,4.0,BK0085;BK0117
polyubiquitylated,2,2,0.005362,4.0,BK0272;BK0304
polyubiquitylation,2,2,0.005362,4.0,BK0141;BK0192
pool,2,2,0.005362,4.0,BK0028;BK0152
positional,2,2,0.005362,4.0,BK0101;BK0195
positively,2,2,0.005362,4.0,BK0198;BK0301
postmating,2,2,0.005362,4.0,BK0064;BK0098
postmortem,2,2,0.005362,4.0,BK0137;BK0177
pre,2,2,0.005362,4.0,BK0021;BK0167
preceding,2,2,0.005362,4.0,BK0024;BK0247
precision,2,2,0.005362,4.0,BK0088;BK0233
preclinical,2,2,0.005362,4.0,BK0144;BK0251
predicting,2,2,0.005362,4.0,BK0014;BK0051
predictions,2,2,0.005362,4.0,BK0106;BK0277
predispose,2,2,0.005362,4.0,BK0229;BK0271
predisposition,2,2,0.005362,4.0,BK0055;BK0328
preferred,2,2,0.005362,4.0,BK0324;BK0364
premature,2,2,0.005362,4.0,BK0167;BK0293
preserves,2,2,0.005362,4.0,BK0007;BK0101
preserving,2,2,0.005362,4.0,BK0056;BK0188
presumably,2,2,0.005362,4.0,BK0111;BK0354
priority,2,2,0.005362,4.0,BK0051;BK0122
probably,2,2,0.005362,4.0,BK0058;BK0199
procedures,2,2,0.005362,4.0,BK0171;BK0199
productive,2,2,0.005362,4.0,BK0170;BK0247
proliferating,2,2,0.005362,4.0,BK0100;BK0132
prolongs,2,2,0.005362,4.0,BK0075;BK0251
proposes,2,2,0.005362,4.0,BK0033;BK0113
protected,2,2,0.005362,4.0,BK0140;BK0177
proteolytically,2,2,0.005362,4.0,BK0047;BK0240
purpose,2,2,0.005362,4.0,BK0032;BK0056
questions,2,2,0.005362,4.0,BK0264;BK0286
radiological,2,2,0.005362,4.0,BK0124;BK0257
raise,2,2,0.005362,4.0,BK0252;BK0332
raises,2,2,0.005362,4.0,BK0150;BK0264
raising,2,2,0.005362,4.0,BK0090;BK0113
random,2,2,0.005362,4.0,BK0171;BK0201
randomised,2,2,0.005362,4.0,BK0088;BK0124
ratios,2,2,0.005362,4.0,BK0063;BK0172
reacts,2,2,0.005362,4.0,BK0359;BK0360
readers,2,2,0.005362,4.0,BK0067;BK0121
reagent,2,2,0.005362,4.0,BK0288;BK0322
rearrangements,2,2,0.005362,4.0,BK0042;BK0183
recipient,2,2,0.005362,4.0,BK0052;BK0088
red,2,2,0.005362,4.0,BK0120;BK0300
reduce,2,2,0.005362,4.0,BK0137;BK0302
reducing,2,2,0.005362,4.0,BK0217;BK0297
reference,2,2,0.005362,4.0,BK0014;BK0159
regarding,2,2,0.005362,4.0,BK0023;BK0332
rejection,2,2,0.005362,4.0,BK0254;BK0260
relapse,2,2,0.005362,4.0,BK0172;BK0230
relation,2,2,0.005362,4.0,BK0211;BK0249
relationships,2,2,0.005362,4.0,BK0156;BK0275
reliable,2,2,0.005362,4.0,BK0135;BK0174
remaining,2,2,0.005362,4.0,BK0111;BK0299
removing,2,2,0.005362,4.0,BK0045;BK0054
rendered,2,2,0.005362,4.0,BK0073;BK0353
rendering,2,2,0.005362,4.0,BK0037;BK0190
renders,2,2,0.005362,4.0,BK0206;BK0330
replaced,2,2,0.005362,4.0,BK0230;BK0364
replacing,2,2,0.005362,4.0,BK0144;BK0147
replicated,2,2,0.005362,4.0,BK0099;BK0241
repressed,2,2,0.005362,4.0,BK0059;BK0372
reproducible,2,2,0.005362,4.0,BK0006;BK0207
requirement,2,2,0.005362,4.0,BK0127;BK0228
requiring,2,2,0.005362,4.0,BK0161;BK0272
residual,2,2,0.005362,4.0,BK0353;BK0365
resources,2,2,0.005362,4.0,BK0031;BK0086
respect,2,2,0.005362,4.0,BK0028;BK0286
respective,2,2,0.005362,4.0,BK0032;BK0241
responding,2,2,0.005362,4.0,BK0131;BK0289
restoring,2,2,0.005362,4.0,BK0083;BK0244
restricts,2,2,0.005362,4.0,BK0041;BK0107
retrospective,2,2,0.005362,4.0,BK0172;BK0271
reversal,2,2,0.005362,4.0,BK0305;BK0331
reversibility,2,2,0.005362,4.0,BK0046;BK0169
ribose,2,2,0.005362,4.0,BK0002;BK0157
right,2,2,0.005362,4.0,BK0179;BK0209
rmi1,2,2,0.005362,4.0,BK0024;BK0071
rmi2,2,2,0.005362,4.0,BK0024;BK0071
routinely,2,2,0.005362,4.0,BK0254;BK0274
run,2,2,0.005362,4.0,BK0120;BK0274
saa1,2,2,0.005362,4.0,BK0014;BK0088
scaffolds,2,2,0.005362,4.0,BK0187;BK0346
scale,2,2,0.005362,4.0,BK0099;BK0242
screens,2,2,0.005362,4.0,BK0019;BK0283
searched,2,2,0.005362,4.0,BK0328;BK0352
secretome,2,2,0.005362,4.0,BK0051;BK0058
seems,2,2,0.005362,4.0,BK0141;BK0304
segments,2,2,0.005362,4.0,BK0198;BK0373
self,2,2,0.005362,4.0,BK0098;BK0204
sensory,2,2,0.005362,4.0,BK0017;BK0134
sequenced,2,2,0.005362,4.0,BK0321;BK0341
sequester,2,2,0.005362,4.0,BK0326;BK0347
served,2,2,0.005362,4.0,BK0052;BK0355
severely,2,2,0.005362,4.0,BK0072;BK0367
shape,2,2,0.005362,4.0,BK0183;BK0190
shaping,2,2,0.005362,4.0,BK0021;BK0190
share,2,2,0.005362,4.0,BK0286;BK0323
shift,2,2,0.005362,4.0,BK0197;BK0200
silico,2,2,0.005362,4.0,BK0077;BK0164
similarity,2,2,0.005362,4.0,BK0005;BK0359
simplex,2,2,0.005362,4.0,BK0236;BK0338
simplified,2,2,0.005362,4.0,BK0109;BK0207
simulations,2,2,0.005362,4.0,BK0022;BK0188
simultaneous,2,2,0.005362,4.0,BK0086;BK0356
sister,2,2,0.005362,4.0,BK0024;BK0199
skills,2,2,0.005362,4.0,BK0139;BK0238
soluble,2,2,0.005362,4.0,BK0016;BK0321
solution,2,2,0.005362,4.0,BK0013;BK0070
sought,2,2,0.005362,4.0,BK0122;BK0333
spanning,2,2,0.005362,4.0,BK0080;BK0298
spectrometer,2,2,0.005362,4.0,BK0159;BK0337
spectrometers,2,2,0.005362,4.0,BK0274;BK0337
spectroscopy,2,2,0.005362,4.0,BK0006;BK0242
spite,2,2,0.005362,4.0,BK0228;BK0260
spleen,2,2,0.005362,4.0,BK0206;BK0260
spliced,2,2,0.005362,4.0,BK0245;BK0373
ssdna,2,2,0.005362,4.0,BK0071;BK0090
stabilizes,2,2,0.005362,4.0,BK0073;BK0253
staining,2,2,0.005362,4.0,BK0177;BK0271
start,2,2,0.005362,4.0,BK0070;BK0105
starting,2,2,0.005362,4.0,BK0073;BK0227
stat5,2,2,0.005362,4.0,BK0129;BK0291
statistically,2,2,0.005362,4.0,BK0292;BK0312
stimulated,2,2,0.005362,4.0,BK0045;BK0130
stimulates,2,2,0.005362,4.0,BK0190;BK0198
strain,2,2,0.005362,4.0,BK0163;BK0221
strands,2,2,0.005362,4.0,BK0130;BK0201
strict,2,2,0.005362,4.0,BK0154;BK0364
strongest,2,2,0.005362,4.0,BK0188;BK0218
structurally,2,2,0.005362,4.0,BK0013;BK0087
subfamily,2,2,0.005362,4.0,BK0223;BK0372
subtype,2,2,0.005362,4.0,BK0101;BK0254
suitability,2,2,0.005362,4.0,BK0266;BK0322
sumo,2,2,0.005362,4.0,BK0152;BK0317
supplemented,2,2,0.005362,4.0,BK0116;BK0189
surprising,2,2,0.005362,4.0,BK0231;BK0323
surrounding,2,2,0.005362,4.0,BK0018;BK0228
survive,2,2,0.005362,4.0,BK0095;BK0228
survivors,2,2,0.005362,4.0,BK0137;BK0138
suspected,2,2,0.005362,4.0,BK0154;BK0161
symptom,2,2,0.005362,4.0,BK0027;BK0078
synapse,2,2,0.005362,4.0,BK0068;BK0214
synovial,2,2,0.005362,4.0,BK0171;BK0341
tagged,2,2,0.005362,4.0,BK0212;BK0249
take,2,2,0.005362,4.0,BK0026;BK0220
task,2,2,0.005362,4.0,BK0247;BK0348
terminal,2,2,0.005362,4.0,BK0033;BK0094
testing,2,2,0.005362,4.0,BK0037;BK0271
third,2,2,0.005362,4.0,BK0193;BK0241
thumb,2,2,0.005362,4.0,BK0018;BK0042
timely,2,2,0.005362,4.0,BK0146;BK0300
timing,2,2,0.005362,4.0,BK0060;BK0299
tmd,2,2,0.005362,4.0,BK0085;BK0117
tolerate,2,2,0.005362,4.0,BK0059;BK0201
topology,2,2,0.005362,4.0,BK0090;BK0234
trailing,2,2,0.005362,4.0,BK0074;BK0209
traits,2,2,0.005362,4.0,BK0008;BK0295
transaminase,2,2,0.005362,4.0,BK0044;BK0075
transcriptome,2,2,0.005362,4.0,BK0052;BK0104
transcripts,2,2,0.005362,4.0,BK0199;BK0329
transduction,2,2,0.005362,4.0,BK0182;BK0192
transforming,2,2,0.005362,4.0,BK0032;BK0047
transiently,2,2,0.005362,4.0,BK0174;BK0355
trauma,2,2,0.005362,4.0,BK0014;BK0335
treat,2,2,0.005362,4.0,BK0028;BK0236
tryptic,2,2,0.005362,4.0,BK0282;BK0352
turned,2,2,0.005362,4.0,BK0295;BK0331
ubiquitinates,2,2,0.005362,4.0,BK0004;BK0041
ubiquitome,2,2,0.005362,4.0,BK0108;BK0118
ubiquitylates,2,2,0.005362,4.0,BK0033;BK0304
ulcerative,2,2,0.005362,4.0,BK0061;BK0182
ultracentrifugation,2,2,0.005362,4.0,BK0145;BK0263
ultrafiltration,2,2,0.005362,4.0,BK0082;BK0145
uncharacterized,2,2,0.005362,4.0,BK0012;BK0256
uncovered,2,2,0.005362,4.0,BK0283;BK0336
underscore,2,2,0.005362,4.0,BK0220;BK0356
undertook,2,2,0.005362,4.0,BK0237;BK0321
undetectable,2,2,0.005362,4.0,BK0171;BK0271
uninfected,2,2,0.005362,4.0,BK0259;BK0282
uniquely,2,2,0.005362,4.0,BK0014;BK0057
units,2,2,0.005362,4.0,BK0122;BK0343
univariate,2,2,0.005362,4.0,BK0027;BK0082
unlabelled,2,2,0.005362,4.0,BK0204;BK0297
unlikely,2,2,0.005362,4.0,BK0268;BK0283
unmodified,2,2,0.005362,4.0,BK0090;BK0264
unprocessed,2,2,0.005362,4.0,BK0024;BK0114
unresolved,2,2,0.005362,4.0,BK0078;BK0196
unstable,2,2,0.005362,4.0,BK0202;BK0313
unstressed,2,2,0.005362,4.0,BK0202;BK0253
unusually,2,2,0.005362,4.0,BK0125;BK0225
upper,2,2,0.005362,4.0,BK0122;BK0185
upregulate,2,2,0.005362,4.0,BK0112;BK0308
upregulating,2,2,0.005362,4.0,BK0059;BK0198
urokinase,2,2,0.005362,4.0,BK0242;BK0302
usage,2,2,0.005362,4.0,BK0299;BK0341
usually,2,2,0.005362,4.0,BK0183;BK0337
varied,2,2,0.005362,4.0,BK0081;BK0370
velcade,2,2,0.005362,4.0,BK0339;BK0342
versatile,2,2,0.005362,4.0,BK0073;BK0285
version,2,2,0.005362,4.0,BK0245;BK0352
vertebrate,2,2,0.005362,4.0,BK0245;BK0315
vessel,2,2,0.005362,4.0,BK0198;BK0305
vessels,2,2,0.005362,4.0,BK0039;BK0198
video,2,2,0.005362,4.0,BK0067;BK0104
view,2,2,0.005362,4.0,BK0013;BK0043
virulence,2,2,0.005362,4.0,BK0163;BK0306
vulnerability,2,2,0.005362,4.0,BK0019;BK0247
wall,2,2,0.005362,4.0,BK0097;BK0198
weakly,2,2,0.005362,4.0,BK0117;BK0353
west,2,2,0.005362,4.0,BK0111;BK0241
worse,2,2,0.005362,4.0,BK0023;BK0172
written,2,2,0.005362,4.0,BK0139;BK0238
xenograft,2,2,0.005362,4.0,BK0211;BK0260
zebrafish,2,2,0.005362,4.0,BK0055;BK0209
socs2,1,13,0.002681,3.906891,BK0291
p10,1,12,0.002681,3.807355,BK0168
bak,1,11,0.002681,3.70044,BK0310
kbtbd4,1,11,0.002681,3.70044,BK0048
clr,1,10,0.002681,3.584963,BK0031
dia2,1,10,0.002681,3.584963,BK0276
fbxw7,1,10,0.002681,3.584963,BK0036
hips,1,10,0.002681,3.584963,BK0154
pneumonia,1,10,0.002681,3.584963,BK0219
sfk,1,10,0.002681,3.584963,BK0322
wildtype,1,10,0.002681,3.584963,BK0036
zak,1,10,0.002681,3.584963,BK0195
galunisertib,1,9,0.002681,3.459432,BK0032
gp120,1,9,0.002681,3.459432,BK0183
nadph,1,9,0.002681,3.459432,BK0198
pnkp,1,9,0.002681,3.459432,BK0265
riok3,1,9,0.002681,3.459432,BK0209
sufu,1,9,0.002681,3.459432,BK0192
synuclein,1,9,0.002681,3.459432,BK0177
trabid,1,9,0.002681,3.459432,BK0073
fbw7,1,8,0.002681,3.321928,BK0353
gp140,1,8,0.002681,3.321928,BK0217
ido,1,8,0.002681,3.321928,BK0023
irf5,1,8,0.002681,3.321928,BK0061
jmjd7,1,8,0.002681,3.321928,BK0143
kras,1,8,0.002681,3.321928,BK0029
mva,1,8,0.002681,3.321928,BK0204
siv,1,8,0.002681,3.321928,BK0183
smokers,1,8,0.002681,3.321928,BK0206
spata2,1,8,0.002681,3.321928,BK0194
sumo2,1,8,0.002681,3.321928,BK0212
tendon,1,8,0.002681,3.321928,BK0150
uhrf2,1,8,0.002681,3.321928,BK0130
urc,1,8,0.002681,3.321928,BK0075
venom,1,8,0.002681,3.321928,BK0333
adiponectin,1,7,0.002681,3.169925,BK0198
aebp2,1,7,0.002681,3.169925,BK0180
ankle,1,7,0.002681,3.169925,BK0230
birc6,1,7,0.002681,3.169925,BK0041
bp1,1,7,0.002681,3.169925,BK0119
cardiac,1,7,0.002681,3.169925,BK0023
ccl8,1,7,0.002681,3.169925,BK0144
cgis,1,7,0.002681,3.169925,BK0262
cks1,1,7,0.002681,3.169925,BK0296
copd,1,7,0.002681,3.169925,BK0206
dll4,1,7,0.002681,3.169925,BK0305
doxycycline,1,7,0.002681,3.169925,BK0049
hectd1,1,7,0.002681,3.169925,BK0073
iaspp,1,7,0.002681,3.169925,BK0244
k29,1,7,0.002681,3.169925,BK0073
midy,1,7,0.002681,3.169925,BK0171
myd88,1,7,0.002681,3.169925,BK0196
p672,1,7,0.002681,3.169925,BK0144
pha,1,7,0.002681,3.169925,BK0343
prephonological,1,7,0.002681,3.169925,BK0139
rsc,1,7,0.002681,3.169925,BK0276
sik2,1,7,0.002681,3.169925,BK0191
spellers,1,7,0.002681,3.169925,BK0139
uflc,1,7,0.002681,3.169925,BK0145
usp11,1,7,0.002681,3.169925,BK0077
usp24,1,7,0.002681,3.169925,BK0009
usp4,1,7,0.002681,3.169925,BK0216
usp8,1,7,0.002681,3.169925,BK0177
wasp,1,7,0.002681,3.169925,BK0333
ape1,1,6,0.002681,3.0,BK0269
apg8,1,6,0.002681,3.0,BK0355
cep192,1,6,0.002681,3.0,BK0126
cftr,1,6,0.002681,3.0,BK0267
cns,1,6,0.002681,3.0,BK0093
corest,1,6,0.002681,3.0,BK0048
fancd2,1,6,0.002681,3.0,BK0130
fbxl13,1,6,0.002681,3.0,BK0126
fbxo42,1,6,0.002681,3.0,BK0004
hivconsv,1,6,0.002681,3.0,BK0204
hutrail,1,6,0.002681,3.0,BK0260
ku80,1,6,0.002681,3.0,BK0142
lcn2,1,6,0.002681,3.0,BK0093
leucine,1,6,0.002681,3.0,BK0351
lewy,1,6,0.002681,3.0,BK0177
nac,1,6,0.002681,3.0,BK0161
nav1,1,6,0.002681,3.0,BK0134
omas,1,6,0.002681,3.0,BK0128
p40,1,6,0.002681,3.0,BK0220
pleural,1,6,0.002681,3.0,BK0124
pleurodesis,1,6,0.002681,3.0,BK0124
pn1,1,6,0.002681,3.0,BK0242
prdm4,1,6,0.002681,3.0,BK0246
telperronian,1,6,0.002681,3.0,BK0185
tlr7,1,6,0.002681,3.0,BK0240
top1,1,6,0.002681,3.0,BK0090
toxicology,1,6,0.002681,3.0,BK0173
ubvs,1,6,0.002681,3.0,BK0363
ulk3,1,6,0.002681,3.0,BK0060
usp16,1,6,0.002681,3.0,BK0044
usp28,1,6,0.002681,3.0,BK0076
vegf,1,6,0.002681,3.0,BK0236
xiv,1,6,0.002681,3.0,BK0373
abp,1,5,0.002681,2.807355,BK0147
adt,1,5,0.002681,2.807355,BK0065
aml,1,5,0.002681,2.807355,BK0200
bkvan,1,5,0.002681,2.807355,BK0254
cd61,1,5,0.002681,2.807355,BK0034
ciap2,1,5,0.002681,2.807355,BK0158
clonotypes,1,5,0.002681,2.807355,BK0015
deltai,1,5,0.002681,2.807355,BK0358
dpcs,1,5,0.002681,2.807355,BK0184
dvl,1,5,0.002681,2.807355,BK0301
emc,1,5,0.002681,2.807355,BK0117
env,1,5,0.002681,2.807355,BK0217
erf1,1,5,0.002681,2.807355,BK0226
etd,1,5,0.002681,2.807355,BK0313
evasins,1,5,0.002681,2.807355,BK0144
fbxl17,1,5,0.002681,2.807355,BK0192
fibers,1,5,0.002681,2.807355,BK0005
grotte,1,5,0.002681,2.807355,BK0185
hamartin,1,5,0.002681,2.807355,BK0247
hexamer,1,5,0.002681,2.807355,BK0358
hoip,1,5,0.002681,2.807355,BK0194
hominin,1,5,0.002681,2.807355,BK0185
ilt,1,5,0.002681,2.807355,BK0051
inh,1,5,0.002681,2.807355,BK0042
klhl6,1,5,0.002681,2.807355,BK0007
larval,1,5,0.002681,2.807355,BK0021
macrodomains,1,5,0.002681,2.807355,BK0157
malpighian,1,5,0.002681,2.807355,BK0189
mdc1,1,5,0.002681,2.807355,BK0110
meningitis,1,5,0.002681,2.807355,BK0093
monolithic,1,5,0.002681,2.807355,BK0337
mov10,1,5,0.002681,2.807355,BK0009
mwk,1,5,0.002681,2.807355,BK0214
neutralizing,1,5,0.002681,2.807355,BK0217
nmds,1,5,0.002681,2.807355,BK0028
pcgf6,1,5,0.002681,2.807355,BK0167
phac,1,5,0.002681,2.807355,BK0343
prmt1,1,5,0.002681,2.807355,BK0233
prurigo,1,5,0.002681,2.807355,BK0236
pvat,1,5,0.002681,2.807355,BK0198
rbc,1,5,0.002681,2.807355,BK0120
renne,1,5,0.002681,2.807355,BK0185
repeated,1,5,0.002681,2.807355,BK0294
rupture,1,5,0.002681,2.807355,BK0149
score,1,5,0.002681,2.807355,BK0124
septic,1,5,0.002681,2.807355,BK0351
sinq,1,5,0.002681,2.807355,BK0274
smac,1,5,0.002681,2.807355,BK0041
snx27,1,5,0.002681,2.807355,BK0115
stat3,1,5,0.002681,2.807355,BK0182
supraspinatus,1,5,0.002681,2.807355,BK0150
tfr1,1,5,0.002681,2.807355,BK0314
tlr2,1,5,0.002681,2.807355,BK0097
tlr8,1,5,0.002681,2.807355,BK0170
topbp1,1,5,0.002681,2.807355,BK0110
uhrf1,1,5,0.002681,2.807355,BK0130
upa,1,5,0.002681,2.807355,BK0302
usp47,1,5,0.002681,2.807355,BK0293
uterine,1,5,0.002681,2.807355,BK0011
xrcc1,1,5,0.002681,2.807355,BK0178
yersinia,1,5,0.002681,2.807355,BK0306
ahi,1,4,0.002681,2.584963,BK0298
ambient,1,4,0.002681,2.584963,BK0186
articular,1,4,0.002681,2.584963,BK0055
ass1,1,4,0.002681,2.584963,BK0059
attractin,1,4,0.002681,2.584963,BK0051
bkv,1,4,0.002681,2.584963,BK0254
bleeding,1,4,0.002681,2.584963,BK0011
brd4,1,4,0.002681,2.584963,BK0175
cd103,1,4,0.002681,2.584963,BK0034
cda,1,4,0.002681,2.584963,BK0201
centrosome,1,4,0.002681,2.584963,BK0126
chk1,1,4,0.002681,2.584963,BK0107
collagenase,1,4,0.002681,2.584963,BK0299
communication,1,4,0.002681,2.584963,BK0190
ctip,1,4,0.002681,2.584963,BK0216
decancer,1,4,0.002681,2.584963,BK0037
distress,1,4,0.002681,2.584963,BK0219
dpc,1,4,0.002681,2.584963,BK0184
effusion,1,4,0.002681,2.584963,BK0124
envs,1,4,0.002681,2.584963,BK0217
evasin,1,4,0.002681,2.584963,BK0144
experiment,1,4,0.002681,2.584963,BK0051
fbg,1,4,0.002681,2.584963,BK0181
fbxl19,1,4,0.002681,2.584963,BK0127
germ,1,4,0.002681,2.584963,BK0167
ghost,1,4,0.002681,2.584963,BK0120
gpcr,1,4,0.002681,2.584963,BK0031
hmdc,1,4,0.002681,2.584963,BK0201
homocitrulline,1,4,0.002681,2.584963,BK0206
ibd,1,4,0.002681,2.584963,BK0101
ibm,1,4,0.002681,2.584963,BK0005
icls,1,4,0.002681,2.584963,BK0130
immunoprevalent,1,4,0.002681,2.584963,BK0131
ips,1,4,0.002681,2.584963,BK0125
islet,1,4,0.002681,2.584963,BK0299
isolates,1,4,0.002681,2.584963,BK0289
isolations,1,4,0.002681,2.584963,BK0299
k810,1,4,0.002681,2.584963,BK0280
kdm5,1,4,0.002681,2.584963,BK0105
kk10,1,4,0.002681,2.584963,BK0218
ldha,1,4,0.002681,2.584963,BK0100
lscc,1,4,0.002681,2.584963,BK0076
luteal,1,4,0.002681,2.584963,BK0292
macaques,1,4,0.002681,2.584963,BK0217
matrisome,1,4,0.002681,2.584963,BK0113
microcarriers,1,4,0.002681,2.584963,BK0064
microparticles,1,4,0.002681,2.584963,BK0259
microtubule,1,4,0.002681,2.584963,BK0126
monovalent,1,4,0.002681,2.584963,BK0217
mscs,1,4,0.002681,2.584963,BK0261
mule,1,4,0.002681,2.584963,BK0318
nucleatum,1,4,0.002681,2.584963,BK0163
nurd,1,4,0.002681,2.584963,BK0121
odin,1,4,0.002681,2.584963,BK0322
opmd,1,4,0.002681,2.584963,BK0016
oxidant,1,4,0.002681,2.584963,BK0268
p62,1,4,0.002681,2.584963,BK0111
paf,1,4,0.002681,2.584963,BK0005
pdb,1,4,0.002681,2.584963,BK0111
peptidases,1,4,0.002681,2.584963,BK0346
periovulatory,1,4,0.002681,2.584963,BK0292
phac2,1,4,0.002681,2.584963,BK0343
placentas,1,4,0.002681,2.584963,BK0263
platelets,1,4,0.002681,2.584963,BK0108
polys,1,4,0.002681,2.584963,BK0245
posttransplant,1,4,0.002681,2.584963,BK0047
posttransplantation,1,4,0.002681,2.584963,BK0116
pp4,1,4,0.002681,2.584963,BK0004
pro,1,4,0.002681,2.584963,BK0277
pyk2,1,4,0.002681,2.584963,BK0061
rab7,1,4,0.002681,2.584963,BK0118
rev7,1,4,0.002681,2.584963,BK0119
rifampin,1,4,0.002681,2.584963,BK0172
rosiglitazone,1,4,0.002681,2.584963,BK0308
rsv,1,4,0.002681,2.584963,BK0282
rxl,1,4,0.002681,2.584963,BK0019
s15,1,4,0.002681,2.584963,BK0367
saliva,1,4,0.002681,2.584963,BK0266
smaps,1,4,0.002681,2.584963,BK0089
snapin,1,4,0.002681,2.584963,BK0170
soma,1,4,0.002681,2.584963,BK0086
south,1,4,0.002681,2.584963,BK0199
spectral,1,4,0.002681,2.584963,BK0274
subclonal,1,4,0.002681,2.584963,BK0036
succinated,1,4,0.002681,2.584963,BK0229
temperature,1,4,0.002681,2.584963,BK0186
tex264,1,4,0.002681,2.584963,BK0090
tick,1,4,0.002681,2.584963,BK0144
torn,1,4,0.002681,2.584963,BK0150
tppii,1,4,0.002681,2.584963,BK0365
trcp,1,4,0.002681,2.584963,BK0146
tsc1,1,4,0.002681,2.584963,BK0247
ubr3,1,4,0.002681,2.584963,BK0269
usp32,1,4,0.002681,2.584963,BK0118
wcx,1,4,0.002681,2.584963,BK0294
aaas,1,3,0.002681,2.321928,BK0051
aire,1,3,0.002681,2.321928,BK0330
akap8,1,3,0.002681,2.321928,BK0036
ankyrinr,1,3,0.002681,2.321928,BK0273
arthritic,1,3,0.002681,2.321928,BK0311
aspartate,1,3,0.002681,2.321928,BK0273
bioorthogonal,1,3,0.002681,2.321928,BK0340
bladder,1,3,0.002681,2.321928,BK0158
bmp,1,3,0.002681,2.321928,BK0098
brdu,1,3,0.002681,2.321928,BK0099
canavanine,1,3,0.002681,2.321928,BK0065
caspases,1,3,0.002681,2.321928,BK0041
cat1,1,3,0.002681,2.321928,BK0001
cationic,1,3,0.002681,2.321928,BK0001
ccme,1,3,0.002681,2.321928,BK0250
cebp,1,3,0.002681,2.321928,BK0059
centrosomal,1,3,0.002681,2.321928,BK0126
ceruloplasmin,1,3,0.002681,2.321928,BK0281
chk2,1,3,0.002681,2.321928,BK0320
chopin,1,3,0.002681,2.321928,BK0159
cid,1,3,0.002681,2.321928,BK0313
commitment,1,3,0.002681,2.321928,BK0127
contralateral,1,3,0.002681,2.321928,BK0136
creatine,1,3,0.002681,2.321928,BK0095
crowding,1,3,0.002681,2.321928,BK0021
cryoet,1,3,0.002681,2.321928,BK0006
defactinib,1,3,0.002681,2.321928,BK0061
deltex,1,3,0.002681,2.321928,BK0033
drfykslra173,1,3,0.002681,2.321928,BK0215
earliest,1,3,0.002681,2.321928,BK0298
edl,1,3,0.002681,2.321928,BK0351
eigenproteins,1,3,0.002681,2.321928,BK0068
embryo,1,3,0.002681,2.321928,BK0246
endometrium,1,3,0.002681,2.321928,BK0011
erad,1,3,0.002681,2.321928,BK0228
eva1,1,3,0.002681,2.321928,BK0144
fdc,1,3,0.002681,2.321928,BK0201
fever,1,3,0.002681,2.321928,BK0266
fibroids,1,3,0.002681,2.321928,BK0011
foxp3,1,3,0.002681,2.321928,BK0094
gcf,1,3,0.002681,2.321928,BK0151
glud2,1,3,0.002681,2.321928,BK0128
glut14,1,3,0.002681,2.321928,BK0095
glycoproteins,1,3,0.002681,2.321928,BK0266
goat,1,3,0.002681,2.321928,BK0222
goblet,1,3,0.002681,2.321928,BK0101
gsis,1,3,0.002681,2.321928,BK0160
hcc,1,3,0.002681,2.321928,BK0241
hearing,1,3,0.002681,2.321928,BK0022
hela,1,3,0.002681,2.321928,BK0218
heterotrimeric,1,3,0.002681,2.321928,BK0217
